,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
142578,RS_GCF_005781195.1,0,99.85,0.56,1173,f__Enterobacteriaceae (UID5124),336,0.0,4260870,88.59355877522998,57,2438876,50.71104070209772,4809458,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,9,8,432288,518186,4951,1,2899,NZ_VATR01000011.1,4803,2,111,NZ_VATR01000044.1,2899,5321,0,99.793,MOHZ01000087.199.3121,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,84374,87444,t,f,f,217728,217728,Scaffold,ASM578119v1,na,PRJNA224116,SAMN07759754,57,217728,Hong Kong,2019-05-23,GCA_005781195.1,none,full,none,sediment,22.4117 N 114.2750 E,0,3,Escherichia sp. E4694,none,na,5,55,8,217728,112702,58306,2019/05/23,2,2044464,1,E4694,HongKong University of Science and Technology,2044464,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4694,99,4809458,11,65,none,4809359,0,VATR00000000.1,4452,55,4951,1,none,none,none,none,none,none,1538,NZ_VATR01000011.1,1538,2835,0,99.935,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,99,18,65,1,561.0
42905,RS_GCF_004745155.1,25,99.69,0.44,1173,f__Enterobacteriaceae (UID5124),336,0.0,4429146,88.05000614282119,73,2542464,50.54362249730977,5030262,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,7,7,551913,551913,397418,16,2901,NZ_PDIA01000042.1,33886,7,356,NZ_PDIA01000043.1,2901,5313,0,99.724,CP024275.4440156.4443057,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli O6:H16,68907,68907,t,f,f,219627,219627,Contig,ASM474515v1,na,PRJNA224116,SAMN07759755,73,219627,Hong Kong,2019-04-08,GCA_004745155.1,none,full,none,sediment,22.4117 N 114.2750 E,0,4,Escherichia sp. E4702,none,na,39,none,none,none,none,none,2019/04/08,0,2044465,13,E4702,The Hong Kong University of Science and Technology,2044465,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4702,0,5030262,11,76,none,5030262,0,PDIA00000000.1,4801,73,397418,11,none,none,none,none,none,none,1537,NZ_PDIA01000042.1,1538,2833,0,99.935,CP031134.1449423.1450976,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,77,1,561.0
241264,RS_GCF_005781225.1,0,98.96,0.71,1173,f__Enterobacteriaceae (UID5124),336,0.0,4227288,88.17335281205233,84,2418907,50.45945107018201,4794292,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,10,9,437257,437257,3058,1,2900,NZ_VATT01000024.1,264074,3,111,NZ_VATT01000002.1,2901,5317,0,99.759,CP024266.1569556.1572457,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli O6:H16,57068,59928,f,f,t,159870,162165,Scaffold,ASM578122v1,na,PRJNA224116,SAMN07759768,84,159870,Hong Kong,2019-05-23,GCA_005781225.1,none,full,none,sediment,22.4117 N 114.2750 E,0,4,Escherichia sp. E4736,none,na,5,80,9,162165,95726,37710,2019/05/23,4,2044466,1,E4736,HongKong University of Science and Technology,2044466,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4736,528,4794292,11,55,none,4793764,0,VATT00000000.1,4499,80,1732,1,none,none,none,none,none,none,1538,NZ_VATT01000047.1,1538,2835,0,99.935,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,528,17,56,1,561.0
42896,RS_GCF_004745255.1,28,99.7,0.29,1173,f__Enterobacteriaceae (UID5124),336,40.0,4469147,87.47894330321682,113,2584906,50.59714633461726,5108826,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,10,10,674776,674776,674776,12,2899,NZ_PDHY01000020.1,157973,8,356,NZ_PDHY01000054.1,2901,5317,0,99.759,ASTZ01000017.186263.189164,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE31,45210,45210,t,f,f,177505,177505,Contig,ASM474525v1,na,PRJNA224116,SAMN07759781,113,177505,Hong Kong,2019-04-08,GCA_004745255.1,none,full,none,sediment,22.4117 N 114.2750 E,0,7,Escherichia sp. E4742,none,na,38,none,none,none,none,none,2019/04/08,0,2044467,14,E4742,The Hong Kong University of Science and Technology,2044467,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4742,0,5108826,11,87,none,5108826,0,PDHY00000000.1,4962,113,674776,13,none,none,none,none,none,none,1539,NZ_PDHY01000020.1,1539,2837,0,99.935,CP010228.3837416.3838971,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,87,1,561.0
339128,RS_GCF_004745115.1,16,98.93,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4431807,88.02265728776717,78,2554937,50.74522844059146,5034848,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,6,6,724477,724477,400672,10,2899,NZ_PDHZ01000032.1,129321,7,495,NZ_PDHZ01000009.1,2900,5326,0,99.828,CP009104.3654963.3657892,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,64549,64549,t,f,f,247834,247834,Contig,ASM474511v1,na,PRJNA224116,SAMN07759788,78,247834,Hong Kong,2019-04-08,GCA_004745115.1,none,full,none,marine sediment,22.4117 N 114.2750 E,0,2,Escherichia sp. E4930,none,na,30,none,none,none,none,none,2019/04/08,0,2044468,10,E4930,The Hong Kong University of Science and Technology,2044468,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4930,0,5034848,11,77,none,5034848,0,PDHZ00000000.1,4823,78,400672,7,none,none,none,none,none,none,1538,NZ_PDHZ01000032.1,1538,2841,0,100,CP033250.3843552.3845105,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,77,1,561.0
141355,RS_GCF_004745215.1,59,99.85,0.53,1173,f__Enterobacteriaceae (UID5124),336,0.0,4370743,87.99637524617684,91,2509258,50.51960992160299,4966958,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,10,10,570758,570758,570758,12,2899,NZ_PDHW01000021.1,165005,7,356,NZ_PDHW01000019.1,2900,5326,0,99.828,CP030281.498054.500982,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,54581,54581,t,f,f,147572,147572,Contig,ASM474521v1,na,PRJNA224116,SAMN07768586,91,147572,Hong Kong,2019-04-08,GCA_004745215.1,none,full,none,sediment,22.4117 N 114.2750 E,0,3,Escherichia sp. E5028,none,na,31,none,none,none,none,none,2019/04/08,0,2044602,9,E5028,The Hong Kong University of Science and Technology,2044602,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E5028,0,4966958,11,82,none,4966958,0,PDHW00000000.1,4643,91,570758,8,none,none,none,none,none,none,1538,NZ_PDHW01000021.1,1538,2835,0,99.935,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,83,1,561.0
31291,RS_GCF_003000935.1,0,99.97,0.39,1173,f__Enterobacteriaceae (UID5124),336,0.0,4518615,87.9224294264611,93,2596422,50.52073036899824,5139320,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,9,9,541698,541698,3246,3,2902,NZ_PSRU01000056.1,137109,7,356,NZ_PSRU01000017.1,2902,5360,0,100,AWAY01000029.30.2932,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli UMEA 3053-1,55261,55261,t,f,f,196353,196353,Contig,ASM300093v1,na,PRJNA224116,SAMN08473879,93,196353,China: Taizhou,2018-03-14,GCA_003000935.1,none,full,none,sewage,none,0,2,Escherichia sp. R1,5354,na,18,none,none,none,none,none,2018/03/14,0,2082616,7,R1,Zhejiang Chinese Medical University,2082616,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R1,0,5139320,11,83,none,5139320,0,PSRU00000000.1,4932,93,1601,3,1537,2811,0,99.675,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_PSRU01000067.1,1538,2841,0,100,CP025328.4422086.4423639,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,83,1,561.0
129585,RS_GCF_003001155.1,0,99.62,0.14,1207,f__Enterobacteriaceae (UID5162),328,0.0,4141544,87.886442119175,108,2387622,50.666998275394114,4712381,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,13,13,411744,411744,3243,1,2901,NZ_PSRV01000077.1,111955,7,356,NZ_PSRV01000014.1,2901,5347,0,99.931,ANXB01000007.45796.48697,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KTE203,43633,43633,t,f,f,112139,112139,Contig,ASM300115v1,na,PRJNA224116,SAMN08473880,108,112139,China: Taizhou,2018-03-14,GCA_003001155.1,none,full,none,sewage,none,0,7,Escherichia sp. R2,4979,na,14,none,none,none,none,none,2018/03/14,0,2082617,5,R2,Zhejiang Chinese Medical University,2082617,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R2,0,4712381,11,78,none,4712381,0,PSRV00000000.1,4528,108,1459,1,1443,2643,0,99.723,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1444,NZ_PSRV01000091.1,1444,2667,0,100,CP033250.3843552.3845105,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,78,1,561.0
129839,RS_GCF_003001125.1,0,99.97,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4274364,87.47014061766177,192,2487061,50.89495779833035,4886655,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,28,28,163456,163456,4763,4,2789,NZ_PSRW01000133.1,56207,5,356,NZ_PSRW01000028.1,2789,5145,0,99.964,CP031833.1167045.1169948,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,25451,25451,t,f,f,56207,56207,Contig,ASM300112v1,na,PRJNA224116,SAMN08473881,192,56207,China: Taizhou,2018-03-14,GCA_003001125.1,none,full,none,sewage,none,0,7,Escherichia sp. R3,5196,na,11,none,none,none,none,none,2018/03/14,0,2082618,2,R3,Zhejiang Chinese Medical University,2082618,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R3,0,4886655,11,82,none,4886655,0,PSRW00000000.1,4707,192,4763,2,1538,2795,0,99.48,4349524,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella;s__flexneri,1538,NZ_PSRW01000133.1,1538,2841,0,100,CP031134.1449423.1450976,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,82,1,561.0
129799,RS_GCF_003001115.1,0,99.67,0.45,1173,f__Enterobacteriaceae (UID5124),336,0.0,4469392,87.28529437210584,219,2596153,50.701746197251374,5120441,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,14,14,352335,352335,2937,2,2902,NZ_PSRX01000106.1,9858,7,356,NZ_PSRX01000060.1,2902,5360,0,100,CP027118.4653196.4656127,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,23381,23381,t,f,f,120141,120141,Contig,ASM300111v1,na,PRJNA224116,SAMN08473882,219,120141,China: Taizhou,2018-03-14,GCA_003001115.1,none,full,none,sewage,none,0,8,Escherichia sp. R4,5460,na,19,none,none,none,none,none,2018/03/14,0,2082619,6,R4,Zhejiang Chinese Medical University,2082619,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R4,0,5120441,11,79,none,5120441,0,PSRX00000000.1,4988,219,1283,4,1266,2333,0,99.921,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1268,NZ_PSRX01000160.1,1268,2342,0,100,CU928161.4443202.4444743,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli S88,0,19,79,1,561.0
327778,RS_GCF_003001085.1,0,99.67,0.39,1173,f__Enterobacteriaceae (UID5124),336,0.0,4449137,87.99144596801355,123,2561241,50.65416036021391,5056329,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,15,15,363995,363995,3125,1,2902,NZ_PSRY01000083.1,161010,6,356,NZ_PSRY01000008.1,2902,5360,0,100,CP032879.3166209.3169140,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,41108,41108,t,f,f,112770,112770,Contig,ASM300108v1,na,PRJNA224116,SAMN08473883,123,112770,China: Taizhou,2018-03-14,GCA_003001085.1,none,full,none,sewage,none,0,8,Escherichia sp. R5,5184,na,10,none,none,none,none,none,2018/03/14,0,2082620,2,R5,Zhejiang Chinese Medical University,2082620,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R5,0,5056329,11,81,none,5056329,0,PSRY00000000.1,4730,123,1624,1,1537,2800,0,99.545,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_PSRY01000097.1,1538,2841,0,100,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,81,1,561.0
228196,RS_GCF_003000865.1,0,99.97,0.39,1173,f__Enterobacteriaceae (UID5124),336,0.0,4440767,88.08039716604651,123,2548316,50.54457605737724,5041720,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,10,10,452714,452714,3039,3,2902,NZ_PSRZ01000063.1,222096,7,356,NZ_PSRZ01000005.1,2902,5360,0,100,CP026723.3187241.3190143,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,40989,40989,t,f,f,155895,155895,Contig,ASM300086v1,na,PRJNA224116,SAMN08473884,123,155895,China: Taizhou,2018-03-14,GCA_003000865.1,none,full,none,sewage,none,0,6,Escherichia sp. R6,5138,na,20,none,none,none,none,none,2018/03/14,0,2082621,4,R6,Zhejiang Chinese Medical University,2082621,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R6,0,5041720,11,80,none,5041720,0,PSRZ00000000.1,4697,123,1693,3,1540,2809,0,99.61,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_PSRZ01000075.1,1539,2843,0,100,CP027701.3665998.3667549,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,80,1,561.0
327663,RS_GCF_003000915.1,0,99.67,0.45,1173,f__Enterobacteriaceae (UID5124),336,0.0,4434282,87.3775284963863,193,2573642,50.7136165887728,5074854,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,13,13,359066,359066,2937,1,2902,NZ_PSSA01000102.1,9858,7,356,NZ_PSSA01000059.1,2902,5360,0,100,CP027701.1010034.1012964,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,26294,26294,t,f,f,120914,120914,Contig,ASM300091v1,na,PRJNA224116,SAMN08473885,193,120914,China: Taizhou,2018-03-14,GCA_003000915.1,none,full,none,sewage,none,0,8,Escherichia sp. R7,5378,na,19,none,none,none,none,none,2018/03/14,0,2082622,6,R7,Zhejiang Chinese Medical University,2082622,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R7,0,5074854,11,80,none,5074854,0,PSSA00000000.1,4911,193,1283,3,1267,2335,0,99.921,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1268,NZ_PSSA01000144.1,1268,2342,0,100,CU928161.4443202.4444743,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli S88,0,19,80,1,561.0
130004,RS_GCF_003000895.1,0,99.62,0.12,1207,f__Enterobacteriaceae (UID5162),328,0.0,4115165,87.78232137067185,116,2376676,50.69787880339255,4687920,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,13,13,411744,411744,3243,3,2901,NZ_PSSB01000077.1,111955,7,356,NZ_PSSB01000015.1,2901,5341,0,99.897,CU928160.4117453.4120356,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli IAI1,40413,40413,t,f,f,120544,120544,Contig,ASM300089v1,na,PRJNA224116,SAMN08473886,116,120544,China: Taizhou,2018-03-14,GCA_003000895.1,none,full,none,sewage,none,0,5,Escherichia sp. R9,4946,na,21,none,none,none,none,none,2018/03/14,0,2082623,10,R9,Zhejiang Chinese Medical University,2082623,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R9,0,4687920,11,77,none,4687920,0,PSSB00000000.1,4493,116,1459,3,1443,2643,0,99.723,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1444,NZ_PSSB01000091.1,1444,2667,0,100,CP033250.3843552.3845105,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,77,1,561.0
31137,RS_GCF_003000855.1,0,99.67,0.39,1173,f__Enterobacteriaceae (UID5124),336,0.0,4488780,87.97458431000557,123,2581630,50.596782665276464,5102360,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,15,15,363995,363995,3125,1,2902,NZ_PSSC01000082.1,161010,6,356,NZ_PSSC01000008.1,2902,5360,0,100,CP032879.3166209.3169140,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,41482,41482,t,f,f,112770,112770,Contig,ASM300085v1,na,PRJNA224116,SAMN08473887,123,112770,China: Taizhou,2018-03-14,GCA_003000855.1,none,full,none,sewage,none,0,9,Escherichia sp. R10,5255,na,10,none,none,none,none,none,2018/03/14,0,2082624,2,R10,Zhejiang Chinese Medical University,2082624,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R10,0,5102360,11,82,none,5102360,0,PSSC00000000.1,4797,123,1624,1,1537,2800,0,99.545,4318438,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_PSSC01000096.1,1538,2841,0,100,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,82,1,561.0
