,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
108477,RS_GCF_001320705.1,0,100.0,1.96,813,o__Pseudomonadales (UID4488),308,0.0,6206460,88.83079231594739,155,4508486,64.52831139254202,6986834,RS_GCF_002091755.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nitroreducens,not type material,none,f,28,28,253832,253832,5294,1,2888,NZ_BCBL01000136.1,125102,1,110,NZ_BCBL01000036.1,2877,5313,0,100,BCBL01000136.121.2997,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. NBRC 111135,45076,45076,t,f,f,83638,83638,Contig,ASM132070v1,na,PRJNA224116,SAMD00031670,155,83638,none,2015-10-04,GCA_001320705.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111135,6411,na,3,none,none,none,none,none,2015/10/04,0,1661050,1,NBRC 111135,National Institute of Technology and Evaluation,1661050,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111135,0,6986834,11,60,none,6986834,0,BCBL00000000.1,6473,155,5294,1,1521,2778,0,99.606,4370724,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__nitroreducens,1533,NZ_BCBL01000136.1,1533,2815,0,99.804,CP004143.2646742.2648280,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ATCC 13867,0,19,59,1,286.0
209342,RS_GCF_001320745.1,0,99.91,1.43,1389,g__Pseudomonas (UID4525),369,5.26,5806325,88.62241075180292,202,4027991,61.47955426307783,6551757,RS_GCF_021282585.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alloputida,not type material,none,f,32,32,274749,274749,2297,2,2103,NZ_BCBM01000163.1,13574,2,110,NZ_BCBM01000144.1,2103,3884,0,100,CP015876.122684.125600,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida SJTE-1,32434,32434,t,f,f,66554,66554,Contig,ASM132074v1,na,PRJNA224116,SAMD00031671,202,66554,none,2015-10-04,GCA_001320745.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111136,6096,na,5,none,none,none,none,none,2015/10/04,0,1661051,1,NBRC 111136,National Institute of Technology and Evaluation,1661051,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111136,0,6551757,11,65,none,6551757,0,BCBM00000000.1,6047,202,1788,1,1532,2824,0,99.935,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBM01000162.1,1533,2832,0,100,CP011525.5437373.5438919,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,0,19,65,1,286.0
5067,RS_GCF_001320785.1,0,99.52,1.58,1044,g__Pseudomonas (UID4550),368,0.0,5964468,88.83808191527264,125,4017003,59.831462180348005,6713864,RS_GCF_001902145.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BV,not type material,none,f,25,25,278517,278517,1505,2,1480,NZ_BCBN01000123.1,11498,1,110,NZ_BCBN01000102.1,1480,2734,0,100,LCYA01000128.821.3710,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,53710,53710,f,f,t,81322,81322,Contig,ASM132078v1,na,PRJNA224116,SAMD00031672,125,81322,none,2015-10-04,GCA_001320785.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111137,6250,na,4,none,none,none,none,none,2015/10/04,0,1661052,1,NBRC 111137,National Institute of Technology and Evaluation,1661052,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111137,0,6713864,11,54,none,6713864,0,BCBN00000000.1,6184,125,1867,1,1532,2813,0,99.804,4370180,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBN01000120.1,1533,2832,0,100,CP023269.4631839.4633385,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. MYb193,0,19,54,0,286.0
6547,RS_GCF_001320835.1,0,99.66,0.85,1044,g__Pseudomonas (UID4550),368,11.11,5399015,89.05035050179956,195,3640082,60.0388363350151,6062879,RS_GCF_904063055.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E paracarnis,not type material,none,f,33,33,186993,186993,4468,2,2102,NZ_BCBO01000183.1,11506,1,110,NZ_BCBO01000172.1,2102,3882,0,100,CP023269.2171027.2173942,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. MYb193,31091,31091,t,f,f,60395,60395,Contig,ASM132083v1,na,PRJNA224116,SAMD00031673,195,60395,none,2015-10-04,GCA_001320835.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111138,5627,na,4,none,none,none,none,none,2015/10/04,0,1661053,1,NBRC 111138,National Institute of Technology and Evaluation,1661053,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111138,0,6062879,11,58,none,6062879,0,BCBO00000000.1,5558,195,4468,1,1532,2813,0,99.804,4370180,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBO01000183.1,1533,2832,0,100,CP023269.118781.120327,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. MYb193,0,19,58,0,286.0
18129,RS_GCF_001753955.1,0,99.91,2.48,1389,g__Pseudomonas (UID4525),369,7.69,5688226,88.40237396324049,146,3950023,61.38845580492075,6434472,RS_GCF_021282585.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alloputida,not type material,none,f,23,23,203158,203158,3314,1,2889,NZ_BCBP01000133.1,13574,2,110,NZ_BCBP01000109.1,2889,5330,0,99.965,CP015202.4918664.4921580,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida B6-2,44071,44071,t,f,f,95455,95455,Contig,ASM175395v1,na,PRJNA224116,SAMD00031674,146,95455,none,2016-10-03,GCA_001753955.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111139,6037,na,4,none,none,none,none,none,2016/10/03,0,1661054,1,NBRC 111139,National Institute of Technology and Evaluation,1661054,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111139,0,6434472,11,69,none,6434472,0,BCBP00000000.1,5961,146,1704,1,1532,2830,0,100,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBP01000144.1,1533,2832,0,100,CP011525.4819703.4821249,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,0,19,68,1,286.0
12000,RS_GCF_001320885.1,0,99.8,2.38,1389,g__Pseudomonas (UID4525),369,0.0,5687099,90.2275878700187,206,3911725,62.06072923310265,6303060,RS_GCF_013393325.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_P,not type material,none,f,37,37,184882,184882,3023,1,2716,NZ_BCBQ01000179.1,12142,2,110,NZ_BCBQ01000132.1,2716,5016,0,100,CP017073.5212333.5215249,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,30597,30597,t,f,f,53800,53800,Contig,ASM132088v1,na,PRJNA224116,SAMD00031675,206,53800,none,2015-10-04,GCA_001320885.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111140,5836,na,4,none,none,none,none,none,2015/10/04,0,1661055,1,NBRC 111140,National Institute of Technology and Evaluation,1661055,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111140,0,6303060,11,64,none,6303060,0,BCBQ00000000.1,5806,206,1696,1,1532,2824,0,99.935,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBQ01000191.1,1533,2832,0,100,CP011525.5437373.5438919,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,0,19,64,1,286.0
18153,RS_GCF_001753975.1,0,99.48,2.56,1389,g__Pseudomonas (UID4525),369,0.0,5534389,89.24848990526037,296,3846499,62.02929125005382,6201101,RS_GCF_002356095.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_H,not type material,none,f,49,49,294447,294447,2294,2,2100,NZ_BCBR01000258.1,13897,1,335,NZ_BCBR01000142.1,2100,3879,0,100,BCBR01000258.195.2294,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. NBRC 111141,20949,20949,t,f,f,35958,35958,Contig,ASM175397v1,na,PRJNA224116,SAMD00031676,296,35958,none,2016-10-03,GCA_001753975.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111141,5840,na,5,none,none,none,none,none,2016/10/03,0,1661056,1,NBRC 111141,National Institute of Technology and Evaluation,1661056,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111141,0,6201101,11,67,none,6201101,0,BCBR00000000.1,5805,296,1764,1,1530,2815,0,99.869,3283248,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBR01000269.1,1533,2832,0,100,AP015029.5136424.5137963,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,0,19,68,1,286.0
104755,RS_GCF_001320925.1,0,100.0,1.07,813,o__Pseudomonadales (UID4488),308,11.11,5662138,89.51347246104986,329,3970879,62.7761400397979,6325459,RS_GCF_001636055.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_B,not type material,none,f,57,57,137582,137582,2188,2,2115,NZ_BCBS01000286.1,5123,1,110,NZ_BCBS01000243.1,2115,3906,0,100,CP011789.4248658.4251574,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,19226,19226,t,f,f,34767,34767,Contig,ASM132092v1,na,PRJNA224116,SAMD00031677,329,34767,none,2015-10-04,GCA_001320925.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111142,5897,na,4,none,none,none,none,none,2015/10/04,0,1661057,1,NBRC 111142,National Institute of Technology and Evaluation,1661057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111142,0,6325459,11,64,none,6325459,0,BCBS00000000.1,5927,329,2382,1,1386,2538,0,99.711,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1387,NZ_BCBS01000284.1,1387,2562,0,100,CP011789.1342058.1343604,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,0,19,65,1,286.0
104763,RS_GCF_001320965.1,0,100.0,0.7,813,o__Pseudomonadales (UID4488),308,0.0,5654287,89.36484324646914,125,3974953,62.823314726875765,6327194,RS_GCF_001636055.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_B,not type material,none,f,22,22,321441,321441,3247,1,2889,NZ_BCBT01000101.1,20770,2,110,NZ_BCBT01000082.1,2889,5325,0,99.931,CP011789.5488281.5491197,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,50617,50617,t,f,f,89226,89226,Contig,ASM132096v1,na,PRJNA224116,SAMD00031678,125,89226,none,2015-10-04,GCA_001320965.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111143,5807,na,4,none,none,none,none,none,2015/10/04,0,1661058,1,NBRC 111143,National Institute of Technology and Evaluation,1661058,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111143,0,6327194,11,63,none,6327194,0,BCBT00000000.1,5802,125,1613,1,1532,2808,0,99.739,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBT01000111.1,1533,2832,0,100,CP011789.1342058.1343604,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,0,19,64,1,286.0
103467,RS_GCF_001321005.1,0,99.42,1.21,1397,g__Pseudomonas (UID4526),371,0.0,4815893,88.69250421188255,187,3389272,62.41895763365498,5429876,RS_GCF_009932375.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E juntendi,not type material,none,f,36,36,183414,183414,3168,1,2889,NZ_BCBU01000158.1,13536,1,110,NZ_BCBU01000114.1,2889,5319,0,99.896,CAED01000087.215.3105,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida B001,29036,29036,t,f,f,52616,52616,Contig,ASM132100v1,na,PRJNA224116,SAMD00031679,187,52616,none,2015-10-04,GCA_001321005.1,none,full,none,none,none,0,1,Pseudomonas sp. NBRC 111144,5079,na,3,none,none,none,none,none,2015/10/04,0,1661059,1,NBRC 111144,National Institute of Technology and Evaluation,1661059,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. NBRC 111144,0,5429876,11,69,none,5429876,0,BCBU00000000.1,5076,187,1738,1,1532,2813,0,99.804,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCBU01000171.1,1533,2820,0,99.87,CP011525.5437373.5438919,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,0,19,69,1,286.0
215394,RS_GCF_001753855.1,0,99.94,1.94,1389,g__Pseudomonas (UID4525),369,0.0,5566971,89.36762165465647,227,3847172,61.75936819796404,6229293,RS_GCF_021282585.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alloputida,not type material,none,f,35,35,173961,173961,2299,2,2103,NZ_BCAQ01000184.1,13580,2,110,NZ_BCAQ01000112.1,2103,3884,0,100,CP009974.4167308.4170224,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida S12,27441,27441,t,f,f,56746,56746,Contig,ASM175385v1,na,PRJNA224116,SAMD00031682,227,56746,none,2016-10-03,GCA_001753855.1,none,full,none,none,none,0,1,Pseudomonas sp. GTC 16473,5871,na,5,none,none,none,none,none,2016/10/03,0,1661060,1,GTC 16473,National Institute of Technology and Evaluation,1661060,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. GTC 16473,0,6229293,11,66,none,6229293,0,BCAQ00000000.1,5796,227,1840,1,1532,2824,0,99.935,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCAQ01000188.1,1533,2832,0,100,CP026675.2274531.2276068,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. SWI36,0,19,66,1,286.0
215189,RS_GCF_001753875.1,0,99.07,1.55,1397,g__Pseudomonas (UID4526),371,0.0,4822696,88.74383763730354,190,3396511,62.50019091340518,5434401,RS_GCF_009932375.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E juntendi,not type material,none,f,32,32,178862,178862,2321,2,2105,NZ_BCAR01000172.1,13564,2,110,NZ_BCAR01000119.1,2105,3888,0,100,BCAW01000193.222.3112,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. NBRC 111120,28602,28602,t,f,f,53262,53262,Contig,ASM175387v1,na,PRJNA224116,SAMD00031683,190,53262,none,2016-10-03,GCA_001753875.1,none,full,none,none,none,0,1,Pseudomonas sp. GTC 16481,5091,na,5,none,none,none,none,none,2016/10/03,0,1661061,1,GTC 16481,National Institute of Technology and Evaluation,1661061,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. GTC 16481,0,5434401,11,65,none,5434401,0,BCAR00000000.1,5090,190,1682,1,1532,2813,0,99.804,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_BCAR01000178.1,1533,2815,0,99.804,CP011525.4819703.4821249,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,0,19,65,1,286.0
103187,RS_GCF_001029595.1,2,99.66,1.29,1044,g__Pseudomonas (UID4550),368,16.67,5464245,89.17275254838393,65,3695724,60.31306384523191,6127707,RS_GCF_007858255.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E rhodesiae,not type material,none,f,10,10,546568,581692,3218,1,2888,NZ_LEKF01000055.1,37291,5,315,NZ_LEKF01000034.1,2888,5334,0,100,FNUA01000002.1243225.1246120,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas palleroniana,94270,97265,t,f,f,194655,194655,Scaffold,ASM102959v1,na,PRJNA224116,SAMN03653324,65,194655,Germany: Wuerzburg; Botanical Garden,2015-06-18,GCA_001029595.1,none,full,none,leaves/phyllosphere,none,0,1,Pseudomonas sp. ARP3,5629,na,8,63,10,194655,120474,82401,2015/06/18,2,1661386,1,ARP3,University of Wuerzburg,1661386,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. ARP3,137,6127707,11,58,none,6127570,0,LEKF00000000.1,5602,63,3379,1,1532,2796,0,99.608,3860764,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__veronii,1533,NZ_LEKF01000057.1,1533,2820,0,99.87,LT629801.5215103.5216643,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas rhodesiae,137,19,58,0,286.0
209910,RS_GCF_001319995.1,0,99.97,2.44,1389,g__Pseudomonas (UID4525),369,0.0,6022671,89.03491991593627,292,4161758,61.52449473655578,6764392,RS_GCF_021282585.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alloputida,not type material,none,f,43,43,172650,172650,2299,2,2103,NZ_BCAS01000247.1,4902,1,110,NZ_BCAS01000221.1,2103,3884,0,100,CP009974.4167308.4170224,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida S12,23165,23165,f,f,t,44653,44653,Contig,ASM131999v1,na,PRJNA224116,SAMD00031684,292,44653,none,2015-10-04,GCA_001319995.1,none,full,none,none,none,0,1,Pseudomonas sp. GTC 16482,6527,na,5,none,none,none,none,none,2015/10/04,0,1661693,2,GTC 16482,National Institute of Technology and Evaluation,1661693,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. GTC 16482,0,6764392,11,62,none,6764392,0,BCAS00000000.1,6482,292,998,2,779,1439,0,100,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,780,NZ_BCAS01000270.1,780,1441,0,100,CP026675.2274531.2276068,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. SWI36,0,19,63,1,286.0
